split,graph_idx,filename,SMILES,geom_smiles,geom_match_type,geom_source,geom_canonical,geom_local_pickle
train,1162,09795,C1=CC(=C(C(=C1)O)O)O,Oc1cccc(O)c1O,canonical,qm9,Oc1cccc(O)c1O,GEOM_HSQC_matched/Oc1cccc(O)c1O.pickle
train,1163,09797,COC1=CC=CC=C1O,COc1ccccc1O,canonical,qm9,COc1ccccc1O,GEOM_HSQC_matched/COc1ccccc1O.pickle
train,1168,09808,CN1CCC[C@H]1C2=CN=CC=C2,CN1CCC[C@H]1c1cccnc1,canonical,drugs,CN1CCC[C@H]1c1cccnc1,GEOM_HSQC_matched/CN1CCC[C@H]1c1cccnc1.pickle
train,1169,09809,C1=CC=C2C(=C1)C(=CN2)CCN,NCCc1c[nH]c2ccccc12,canonical,drugs,NCCc1c[nH]c2ccccc12,GEOM_HSQC_matched/NCCc1c[nH]c2ccccc12.pickle
train,1170,09812,CC1=C(C(=O)C=CO1)O,Cc1occc(=O)c1O,canonical,qm9,Cc1occc(=O)c1O,GEOM_HSQC_matched/Cc1occc(=O)c1O.pickle
train,1171,09814,COC1=C(C=C(C=C1)CCC(=O)O)OC,COc1ccc(CCC(=O)O)cc1OC,canonical,drugs,COc1ccc(CCC(=O)O)cc1OC,GEOM_HSQC_matched/COc1ccc(CCC(=O)O)cc1OC.pickle
train,1172,09815,C1CC(=O)C2=CC=CC=C21,O=C1CCc2ccccc21,canonical,drugs,O=C1CCc2ccccc21,GEOM_HSQC_matched/O=C1CCc2ccccc21.pickle
train,1173,09817,C1CC=CC(=O)C1,O=C1C=CCCC1,canonical,qm9,O=C1C=CCCC1,GEOM_HSQC_matched/O=C1C=CCCC1.pickle
train,1176,09821,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)OC,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,canonical,drugs,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1,GEOM_HSQC_matched/CCCCC(CC)COC(=O)_C=C_c1ccc(OC)cc1.pickle
train,1177,09822,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O,COc1cc(C=CC(=O)O)cc(OC)c1O,no_stereo,drugs,COc1cc(C=CC(=O)O)cc(OC)c1O,GEOM_HSQC_matched/COc1cc(C=CC(=O)O)cc(OC)c1O.pickle
train,1178,09823,COC1=CC=C(C=C1)/C=C/C(=O)O,COc1ccc(/C=C/C(=O)O)cc1,canonical,drugs,COc1ccc(/C=C/C(=O)O)cc1,GEOM_HSQC_matched/COc1ccc(_C=C_C(=O)O)cc1.pickle
train,1179,09824,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,COc1cc(/C=C/C(=O)O)ccc1O,canonical,drugs,COc1cc(/C=C/C(=O)O)ccc1O,GEOM_HSQC_matched/COc1cc(_C=C_C(=O)O)ccc1O.pickle
train,1183,09828,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,canonical,drugs,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,GEOM_HSQC_matched/COc1cc(_C=C_C(=O)CC(=O)_C=C_c2ccc(O)c(OC)c2)ccc1O.pickle
train,1184,09829,C/C=C/C1=CC=C(C=C1)OC,C/C=C/c1ccc(OC)cc1,canonical,drugs,C/C=C/c1ccc(OC)cc1,GEOM_HSQC_matched/C_C=C_c1ccc(OC)cc1.pickle
train,1187,09834,C1=CC=C(C=C1)CCO,OCCc1ccccc1,canonical,qm9,OCCc1ccccc1,GEOM_HSQC_matched/OCCc1ccccc1.pickle
train,1189,09836,C1=CC=C(C=C1)CO,OCc1ccccc1,canonical,qm9,OCc1ccccc1,GEOM_HSQC_matched/OCc1ccccc1.pickle
train,1190,09837,CC1=CC(=CC(=O)O1)O,Cc1cc(O)cc(=O)o1,canonical,drugs,Cc1cc(O)cc(=O)o1,GEOM_HSQC_matched/Cc1cc(O)cc(=O)o1.pickle
train,1191,09838,C1COC(=O)C=C1,O=C1C=CCCO1,canonical,qm9,O=C1C=CCCO1,GEOM_HSQC_matched/O=C1C=CCCO1.pickle
train,1195,09845,CC(=O)C1=C(C=C(C=C1)OC)O,COc1ccc(C(C)=O)c(O)c1,canonical,drugs,COc1ccc(C(C)=O)c(O)c1,GEOM_HSQC_matched/COc1ccc(C(C)=O)c(O)c1.pickle
train,1196,09846,COC(=O)C1=CC=CC=C1O,COC(=O)c1ccccc1O,canonical,drugs,COC(=O)c1ccccc1O,GEOM_HSQC_matched/COC(=O)c1ccccc1O.pickle
train,1199,09849,COC1=CC=C(C=C1)C=O,COc1ccc(C=O)cc1,canonical,drugs,COc1ccc(C=O)cc1,GEOM_HSQC_matched/COc1ccc(C=O)cc1.pickle
train,1200,09850,CCCCCC1=CC(=CC(=C1)O)O,CCCCCc1cc(O)cc(O)c1,canonical,drugs,CCCCCc1cc(O)cc(O)c1,GEOM_HSQC_matched/CCCCCc1cc(O)cc(O)c1.pickle
train,1202,09852,C1=CC=C(C=C1)C=O,O=Cc1ccccc1,canonical,qm9,O=Cc1ccccc1,GEOM_HSQC_matched/O=Cc1ccccc1.pickle
train,1204,09856,C1=CC(=CN=C1)C#N,N#Cc1cccnc1,canonical,qm9,N#Cc1cccnc1,GEOM_HSQC_matched/N#Cc1cccnc1.pickle
train,1205,09857,CN1C=CC=CC1=O,Cn1ccccc1=O,canonical,qm9,Cn1ccccc1=O,GEOM_HSQC_matched/Cn1ccccc1=O.pickle
train,1208,09864,COC1=C(C=C(C=C1)CCN)OC,COc1ccc(CCN)cc1OC,canonical,drugs,COc1ccc(CCN)cc1OC,GEOM_HSQC_matched/COc1ccc(CCN)cc1OC.pickle
train,1210,09867,C1=CC(=C(C=C1C(=O)O)O)O,O=C(O)c1ccc(O)c(O)c1,canonical,drugs,O=C(O)c1ccc(O)c(O)c1,GEOM_HSQC_matched/O=C(O)c1ccc(O)c(O)c1.pickle
train,1211,11199,C1=CC(=C(C=C1C(=O)O)O)O,O=C(O)c1ccc(O)c(O)c1,canonical,drugs,O=C(O)c1ccc(O)c(O)c1,GEOM_HSQC_matched/O=C(O)c1ccc(O)c(O)c1.pickle
train,1213,09869,COC1=C(C=C(C=C1)C(=O)O)OC,COc1ccc(C(=O)O)cc1OC,canonical,drugs,COc1ccc(C(=O)O)cc1OC,GEOM_HSQC_matched/COc1ccc(C(=O)O)cc1OC.pickle
train,1214,09870,C1=CC(=C(C(=C1)O)O)C(=O)O,O=C(O)c1cccc(O)c1O,canonical,drugs,O=C(O)c1cccc(O)c1O,GEOM_HSQC_matched/O=C(O)c1cccc(O)c1O.pickle
train,1215,09871,CC1=C(C(=CC=C1)O)O,Cc1cccc(O)c1O,canonical,qm9,Cc1cccc(O)c1O,GEOM_HSQC_matched/Cc1cccc(O)c1O.pickle
train,1217,09873,C1=CC=C(C=C1)[C@@H](C(=O)O)O,O=C(O)[C@@H](O)c1ccccc1,canonical,drugs,O=C(O)[C@@H](O)c1ccccc1,GEOM_HSQC_matched/O=C(O)[C@@H](O)c1ccccc1.pickle
train,1218,09874,C1CSSC1CCCCC(=O)O,O=C(O)CCCCC1CCSS1,canonical,drugs,O=C(O)CCCCC1CCSS1,GEOM_HSQC_matched/O=C(O)CCCCC1CCSS1.pickle
train,1220,09879,C1=CC=C(C=C1)NC(=S)NC2=NC=CS2,S=C(Nc1ccccc1)Nc1nccs1,canonical,drugs,S=C(Nc1ccccc1)Nc1nccs1,GEOM_HSQC_matched/S=C(Nc1ccccc1)Nc1nccs1.pickle
train,1226,09884,C1=CC=C2C(=C1)C(=CN2)CCO,OCCc1c[nH]c2ccccc12,canonical,drugs,OCCc1c[nH]c2ccccc12,GEOM_HSQC_matched/OCCc1c[nH]c2ccccc12.pickle
train,1227,09886,C1=CC=C(C=C1)NC(=O)NC2=CC=CC=C2,O=C(Nc1ccccc1)Nc1ccccc1,canonical,drugs,O=C(Nc1ccccc1)Nc1ccccc1,GEOM_HSQC_matched/O=C(Nc1ccccc1)Nc1ccccc1.pickle
train,1229,09888,CCOC(=O)C(=O)C,CCOC(=O)C(C)=O,canonical,qm9,CCOC(=O)C(C)=O,GEOM_HSQC_matched/CCOC(=O)C(C)=O.pickle
train,1230,09890,CCO,CCO,canonical,qm9,CCO,GEOM_HSQC_matched/CCO.pickle
train,1231,09891,CCCO,CCCO,canonical,qm9,CCCO,GEOM_HSQC_matched/CCCO.pickle
train,1232,09892,CC(C)O,CC(C)O,canonical,qm9,CC(C)O,GEOM_HSQC_matched/CC(C)O.pickle
train,1233,09893,CCCCO,CCCCO,canonical,qm9,CCCCO,GEOM_HSQC_matched/CCCCO.pickle
train,1234,09894,CC(C)CO,CC(C)CO,canonical,qm9,CC(C)CO,GEOM_HSQC_matched/CC(C)CO.pickle
train,1236,09897,CCOCC,CCOCC,canonical,qm9,CCOCC,GEOM_HSQC_matched/CCOCC.pickle
train,1237,09899,CCC(=O)C,CCC(C)=O,canonical,qm9,CCC(C)=O,GEOM_HSQC_matched/CCC(C)=O.pickle
train,1238,09900,CC(=O)OC,COC(C)=O,canonical,qm9,COC(C)=O,GEOM_HSQC_matched/COC(C)=O.pickle
train,1239,09901,CCOC(=O)C,CCOC(C)=O,canonical,qm9,CCOC(C)=O,GEOM_HSQC_matched/CCOC(C)=O.pickle
train,1240,09903,CCCCCCC,CCCCCCC,canonical,qm9,CCCCCCC,GEOM_HSQC_matched/CCCCCCC.pickle
train,1241,09904,CCCCCC,CCCCCC,canonical,qm9,CCCCCC,GEOM_HSQC_matched/CCCCCC.pickle
train,1242,09906,CC1=CC=CC=C1,Cc1ccccc1,canonical,qm9,Cc1ccccc1,GEOM_HSQC_matched/Cc1ccccc1.pickle
train,1243,09907,CCC1=CC=CC=C1,CCc1ccccc1,canonical,qm9,CCc1ccccc1,GEOM_HSQC_matched/CCc1ccccc1.pickle
train,1244,09908,CC1=CC=CC=C1C,Cc1ccccc1C,canonical,qm9,Cc1ccccc1C,GEOM_HSQC_matched/Cc1ccccc1C.pickle
train,1245,09912,C1=CC=NC=C1,c1ccncc1,canonical,qm9,c1ccncc1,GEOM_HSQC_matched/c1ccncc1.pickle
train,1246,09913,C1CCOC1,C1CCOC1,canonical,qm9,C1CCOC1,GEOM_HSQC_matched/C1CCOC1.pickle
train,1247,09926,CC(C)C1=CC(=O)C(=CC=C1)O,CC(C)c1cccc(O)c(=O)c1,canonical,drugs,CC(C)c1cccc(O)c(=O)c1,GEOM_HSQC_matched/CC(C)c1cccc(O)c(=O)c1.pickle
train,1249,09929,CC1=CC(=NC(=N1)C)N,Cc1cc(N)nc(C)n1,canonical,qm9,Cc1cc(N)nc(C)n1,GEOM_HSQC_matched/Cc1cc(N)nc(C)n1.pickle
train,1264,09961,C1=CC=C(C=C1)CN2C=CN=C2,c1ccc(Cn2ccnc2)cc1,canonical,drugs,c1ccc(Cn2ccnc2)cc1,GEOM_HSQC_matched/c1ccc(Cn2ccnc2)cc1.pickle
train,1271,09968,C1=CC=C(C(=C1)C=O)F,O=Cc1ccccc1F,canonical,qm9,O=Cc1ccccc1F,GEOM_HSQC_matched/O=Cc1ccccc1F.pickle
train,1276,09973,C#CCCO,C#CCCO,canonical,qm9,C#CCCO,GEOM_HSQC_matched/C#CCCO.pickle
train,1285,09982,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,CC1CCC(C(C)C)C(=O)C1,no_stereo,drugs,CC1CCC(C(C)C)C(=O)C1,GEOM_HSQC_matched/CC1CCC(C(C)C)C(=O)C1.pickle
train,1287,09984,C1=CC=C(C(=C1)C#N)F,N#Cc1ccccc1F,canonical,qm9,N#Cc1ccccc1F,GEOM_HSQC_matched/N#Cc1ccccc1F.pickle
train,1301,10004,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC(=O)[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@H]([C@]5(C)C(=O)O)OC(=O)C)C)C)[C@@H]2[C@H]1C)C)C,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,canonical,drugs,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,GEOM_HSQC_matched/CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O.pickle
train,1303,10012,C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@]1(CCC4=COC=C4)O)C)(C(=O)O2)C,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,no_stereo,drugs,CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1,GEOM_HSQC_matched/CC1CC2OC(=O)C3(C)CCCC(C)(C23)C1(O)CCc1ccoc1.pickle
train,1313,10040,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,canonical,drugs,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,GEOM_HSQC_matched/CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.pickle
train,1314,10044,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,canonical,drugs,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,GEOM_HSQC_matched/C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C.pickle
train,1315,10230,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,canonical,drugs,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,GEOM_HSQC_matched/C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C.pickle
train,1316,20962,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,canonical,drugs,C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,GEOM_HSQC_matched/C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C.pickle
train,1322,10067,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3COC(=O)/C=C/C(=O)O)O)C(=O)O)C)C=O)O,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)C=CC(=O)O)c(O)c(C(=O)O)c(C)c1O2,no_stereo,drugs,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)C=CC(=O)O)c(O)c(C(=O)O)c(C)c1O2,GEOM_HSQC_matched/Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(COC(=O)C=CC(=O)O)c(O)c(C(=O)O)c(C)c1O2.pickle
train,1332,10085,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,canonical,drugs,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,GEOM_HSQC_matched/C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C.pickle
train,1333,02887,C[C@H]1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,canonical,drugs,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,GEOM_HSQC_matched/C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C.pickle
train,1335,10120,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,canonical,drugs,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,GEOM_HSQC_matched/CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C.pickle
train,1343,10163,C[C@@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,no_stereo,drugs,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,GEOM_HSQC_matched/CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O.pickle
train,1344,10171,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,canonical,drugs,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,GEOM_HSQC_matched/CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.pickle
train,1345,08302,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,canonical,drugs,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,GEOM_HSQC_matched/CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C.pickle
train,1349,10234,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,canonical,drugs,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,GEOM_HSQC_matched/C[C@H]1CCC_C=C_[C@@H]2C[C@H](O)C[C@H]2[C@H](O)_C=C_C(=O)O1.pickle
train,1350,10249,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C4=C(C(=C3CO)O)C(=O)OC4O)C=O)O,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c3c(c1O2)C(O)OC3=O,canonical,drugs,Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c3c(c1O2)C(O)OC3=O,GEOM_HSQC_matched/Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(CO)c(O)c3c(c1O2)C(O)OC3=O.pickle
train,1351,10250,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,no_stereo,drugs,C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,GEOM_HSQC_matched/C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12.pickle
train,1356,10505,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,canonical,drugs,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,GEOM_HSQC_matched/C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)_C=C_c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O.pickle
train,1372,10329,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,canonical,drugs,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,GEOM_HSQC_matched/CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1.pickle
train,1384,10378,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,canonical,drugs,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,GEOM_HSQC_matched/O=C(_C=C_c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O.pickle
train,1385,10424,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,canonical,drugs,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,GEOM_HSQC_matched/O=C(_C=C_c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O.pickle
train,1386,10425,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,canonical,drugs,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,GEOM_HSQC_matched/O=C(_C=C_c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O.pickle
train,1392,10400,C[C@H]1[C@@H]([C@H](O[C@@H]1C2=CC(=C(C(=C2)OC)OC)OC)C3=CC(=C(C(=C3)OC)OC)OC)C,COc1cc(C2OC(c3cc(OC)c(OC)c(OC)c3)C(C)C2C)cc(OC)c1OC,no_stereo,drugs,COc1cc(C2OC(c3cc(OC)c(OC)c(OC)c3)C(C)C2C)cc(OC)c1OC,GEOM_HSQC_matched/COc1cc(C2OC(c3cc(OC)c(OC)c(OC)c3)C(C)C2C)cc(OC)c1OC.pickle
train,1401,10452,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,no_stereo,drugs,CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,GEOM_HSQC_matched/CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C.pickle
